image_id,public_subject_id,background,gesture_id,filename,relative_path,sha256,size_bytes,width,height,input_is_mirrored
P01_BLACK_A_000001,P01,BLACK,A,image_000001.jpg,training/P01/BLACK/A/images/image_000001.jpg,f5c4e1e9f4ab44d48953b819653af5ffa854c94da64bdfea9c72b5368699a785,8933,,,true
P01_BLACK_A_000002,P01,BLACK,A,image_000002.jpg,training/P01/BLACK/A/images/image_000002.jpg,03be64312c2729c61da83948b6956e12410e9cf5387cf953be683654554ff249,8597,,,true
P01_BLACK_A_000003,P01,BLACK,A,image_000003.jpg,training/P01/BLACK/A/images/image_000003.jpg,693e366d931eac8222607347bc5fb7dfdef078358e0b27afe334151e3007f2b6,8625,,,true
P01_BLACK_A_000004,P01,BLACK,A,image_000004.jpg,training/P01/BLACK/A/images/image_000004.jpg,a599acdb10d26cac19927a33b8e27611f4940326c77899562b54cae53dda15f7,8629,,,true
P01_BLACK_A_000005,P01,BLACK,A,image_000005.jpg,training/P01/BLACK/A/images/image_000005.jpg,bdd3d11f059b8f1facf80e1dc3913ffa66310dcf5a03a40c8c692404d6418d1d,8594,,,true
P01_BLACK_A_000006,P01,BLACK,A,image_000006.jpg,training/P01/BLACK/A/images/image_000006.jpg,7b0853dcf7c65bb007a734fba449e486b42230f99b7438354095973a92563ca9,8552,,,true
P01_BLACK_A_000007,P01,BLACK,A,image_000007.jpg,training/P01/BLACK/A/images/image_000007.jpg,0a8acc07cbe280ac30011a4c4cac880d34bbcfbdf75367326f3dd56d7b9ac54d,8676,,,true
P01_BLACK_A_000008,P01,BLACK,A,image_000008.jpg,training/P01/BLACK/A/images/image_000008.jpg,c2c3536c24e4488ecbd2028fc891e17e224b84bd8db1b9b2e435a783acad8bd0,8621,,,true
P01_BLACK_A_000009,P01,BLACK,A,image_000009.jpg,training/P01/BLACK/A/images/image_000009.jpg,1a90b11f319e8dc35c87d6887e7f36afec8123032f7a39bee13eb138206deeba,8790,,,true
P01_BLACK_A_000010,P01,BLACK,A,image_000010.jpg,training/P01/BLACK/A/images/image_000010.jpg,e93c9f75e9119f1d3ddbf59736b306176a3446bb5aa9c762d12944f425cf4018,8895,,,true
P01_BLACK_A_000011,P01,BLACK,A,image_000011.jpg,training/P01/BLACK/A/images/image_000011.jpg,d5c977d97e31a1240617e985312998f75b9d12f42d2e6453e7e0f5392e3e3bbd,8683,,,true
P01_BLACK_A_000012,P01,BLACK,A,image_000012.jpg,training/P01/BLACK/A/images/image_000012.jpg,0e2fb0d27682f94dfbbcd69a597847e6e75c1a3476fe415e6d90e3ca48a82b09,8968,,,true
P01_BLACK_A_000013,P01,BLACK,A,image_000013.jpg,training/P01/BLACK/A/images/image_000013.jpg,0ca39dbc6655909a61ce32fc01a0ee709fc027cf32a2fa6f9d0c295eb5178406,9074,,,true
P01_BLACK_A_000014,P01,BLACK,A,image_000014.jpg,training/P01/BLACK/A/images/image_000014.jpg,d7d357a876b1a94d2802c6a8473c3a767ed5625ab5bb71ec68a5ec57392a6666,9146,,,true
P01_BLACK_A_000015,P01,BLACK,A,image_000015.jpg,training/P01/BLACK/A/images/image_000015.jpg,d47240ec903458bb99413a2ed541e5b430ebf081dc68739ff2f5e09a36c33167,9077,,,true
P01_BLACK_A_000016,P01,BLACK,A,image_000016.jpg,training/P01/BLACK/A/images/image_000016.jpg,f0e46d6dc39db309fdaf66c2aa7cf448d062005691f7ccf6c95fc868acb0a75a,9163,,,true
P01_BLACK_A_000017,P01,BLACK,A,image_000017.jpg,training/P01/BLACK/A/images/image_000017.jpg,b54f04cc6dc7f66ccfb3aabed29e8e3d111f657385f18157ecc5470c41ae93a3,9221,,,true
P01_BLACK_A_000018,P01,BLACK,A,image_000018.jpg,training/P01/BLACK/A/images/image_000018.jpg,4238c55a57b4b2c115bc823151c39190e6594ef7daaf76a5c14c5802fa668c9b,9364,,,true
P01_BLACK_A_000019,P01,BLACK,A,image_000019.jpg,training/P01/BLACK/A/images/image_000019.jpg,2eaae1d120968eab493550758c20779eab789306c051f27caf0c3cf96472096b,9139,,,true
P01_BLACK_A_000020,P01,BLACK,A,image_000020.jpg,training/P01/BLACK/A/images/image_000020.jpg,b14e7c7a259009752acdbbaac9a85f7ba99eeaf9502654057d6fb0e81caf7c44,8625,,,true
P01_BLACK_A_000021,P01,BLACK,A,image_000021.jpg,training/P01/BLACK/A/images/image_000021.jpg,ab3f98ae33ccf54cf123f1d5cc274e607a87982d5155a74274f7de568371918e,8707,,,true
P01_BLACK_A_000022,P01,BLACK,A,image_000022.jpg,training/P01/BLACK/A/images/image_000022.jpg,71b86d69db9c00cd1987f0f7c8f98e3bd4c5c8060dcce789bdbd6a19235a8109,8789,,,true
P01_BLACK_A_000023,P01,BLACK,A,image_000023.jpg,training/P01/BLACK/A/images/image_000023.jpg,f4f4726d48e7b065957648eb360dafe700ec47531c6205fdb31923e01e96cbbb,8911,,,true
P01_BLACK_A_000024,P01,BLACK,A,image_000024.jpg,training/P01/BLACK/A/images/image_000024.jpg,a1d4c5902a20aee48cab11a9b95fb44c87d0aceb06942d5dad4351e375940f8e,8837,,,true
P01_BLACK_A_000025,P01,BLACK,A,image_000025.jpg,training/P01/BLACK/A/images/image_000025.jpg,bcdb11b1f0ed91a9bd4df632e30ebeb796c4f5b063aeef6dfd2f0b9e237b18d4,8917,,,true
P01_BLACK_B_000001,P01,BLACK,B,image_000001.jpg,training/P01/BLACK/B/images/image_000001.jpg,affcde7eb7a1b9f8e3fc1033f3c5e01c1bb129aa6be2018f428d256b45be3c8a,7375,,,true
P01_BLACK_B_000002,P01,BLACK,B,image_000002.jpg,training/P01/BLACK/B/images/image_000002.jpg,8b75872eb83016ed84f7cc3c262610521aa4705f218dcd3dcc9b8fa1203b5dcd,7353,,,true
P01_BLACK_B_000003,P01,BLACK,B,image_000003.jpg,training/P01/BLACK/B/images/image_000003.jpg,ca6f1c2f7760493c2a1ea447f9b25b6b1ffbb3294f38fa2ddea6cc8cf9c0afd1,7458,,,true
P01_BLACK_B_000004,P01,BLACK,B,image_000004.jpg,training/P01/BLACK/B/images/image_000004.jpg,21918586556d3a722cc60bd0681437b7430b178e6e91163ef7402dc205f1c12b,7992,,,true
P01_BLACK_B_000005,P01,BLACK,B,image_000005.jpg,training/P01/BLACK/B/images/image_000005.jpg,0ab21815b5ab923486acd2e1cf8a6bda442761a50023fe05d71ddc750743af15,8528,,,true
P01_BLACK_B_000006,P01,BLACK,B,image_000006.jpg,training/P01/BLACK/B/images/image_000006.jpg,c67d3c8770c4f85c652e9b3201fd71906fb8d524fd91f8007634fabbfb924271,8170,,,true
P01_BLACK_B_000007,P01,BLACK,B,image_000007.jpg,training/P01/BLACK/B/images/image_000007.jpg,579bd730c091a3ca37b3e737118bb43570fb6c748fa50cb7b14ed918f21a1350,7953,,,true
P01_BLACK_B_000008,P01,BLACK,B,image_000008.jpg,training/P01/BLACK/B/images/image_000008.jpg,6d06824fb7c3ef03afa81d4386149e721f6971fb04c6221b09ea58c21e8f6478,7734,,,true
P01_BLACK_B_000009,P01,BLACK,B,image_000009.jpg,training/P01/BLACK/B/images/image_000009.jpg,d45f1f9fc834f0c2cf5d2b5cc5bd7885938aee1c5959de9d01fbf88420f7308e,8114,,,true
P01_BLACK_B_000010,P01,BLACK,B,image_000010.jpg,training/P01/BLACK/B/images/image_000010.jpg,12a9bb926d39d8af89afe04607560657519df4bb1753b7186f5873111175f665,8533,,,true
P01_BLACK_B_000011,P01,BLACK,B,image_000011.jpg,training/P01/BLACK/B/images/image_000011.jpg,c1cf2e5a24ebc1de68f290b0c8e78916560c81643859dee965c1d32387ed30e1,8836,,,true
