gesture_id,person_id,session_id,run_path,include,notes
A,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\A\runs\run_20260926_145945_409733_p14120,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
A,P01,WHITE,..\..\..\..\data\tsgr_dataset\training\P01\WHITE\A\runs\run_20260926_145950_462027_p27064,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
A,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\A\runs\run_20260926_145952_975148_p13588,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
A,P02,WHITE,..\..\..\..\data\tsgr_dataset\training\P02\WHITE\A\runs\run_20260926_145957_776358_p8564,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
A,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\A\runs\run_20260926_150007_371647_p20916,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
A,P04,WHITE,..\..\..\..\data\tsgr_dataset\training\P04\WHITE\A\runs\run_20260926_150011_825316_p12404,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
A,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\A\runs\run_20260926_150014_050387_p14644,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
A,P05,WHITE,..\..\..\..\data\tsgr_dataset\training\P05\WHITE\A\runs\run_20260926_150018_510961_p26832,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
B,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\B\runs\run_20260926_145945_444235_p25540,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
B,P01,WHITE,..\..\..\..\data\tsgr_dataset\training\P01\WHITE\B\runs\run_20260926_145950_459027_p13588,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
B,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\B\runs\run_20260926_145952_974147_p11480,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
B,P02,WHITE,..\..\..\..\data\tsgr_dataset\training\P02\WHITE\B\runs\run_20260926_145957_777358_p18060,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
B,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\B\runs\run_20260926_150007_373647_p18804,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
B,P04,WHITE,..\..\..\..\data\tsgr_dataset\training\P04\WHITE\B\runs\run_20260926_150011_829316_p14644,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
B,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\B\runs\run_20260926_150014_039386_p3148,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
B,P05,WHITE,..\..\..\..\data\tsgr_dataset\training\P05\WHITE\B\runs\run_20260926_150018_511461_p26360,true,fold=S4_LOSO_BACKGROUND/subject_P03__background_BLUE; images=25
