image_id,public_subject_id,background,gesture_id,filename,relative_path,sha256,size_bytes,width,height,input_is_mirrored
P02_BLACK_A_000001,P02,BLACK,A,image_000001.jpg,training/P02/BLACK/A/images/image_000001.jpg,beb0c92309ba67fdd0e162dcc448648a932a76fc7908327d4e206d24500194f6,8402,,,true
P02_BLACK_A_000002,P02,BLACK,A,image_000002.jpg,training/P02/BLACK/A/images/image_000002.jpg,85e5b928ea506c8e8434d579dcf07799ec971f47de19929e742f3cd43e7948ec,8365,,,true
P02_BLACK_A_000003,P02,BLACK,A,image_000003.jpg,training/P02/BLACK/A/images/image_000003.jpg,d42b542591bfb4c115d2df52b18c9a916eaf166d800bcdbf449d050be2a9ed5f,8399,,,true
P02_BLACK_A_000004,P02,BLACK,A,image_000004.jpg,training/P02/BLACK/A/images/image_000004.jpg,56542c068e5cdd87a52ba8810d750668843fdd55a662358a14faf3413ce38143,8498,,,true
P02_BLACK_A_000005,P02,BLACK,A,image_000005.jpg,training/P02/BLACK/A/images/image_000005.jpg,daf236fbabd2466a24e2d57f8d572ac6a0518479bee296f5024aa291ad2da4d8,8450,,,true
P02_BLACK_A_000006,P02,BLACK,A,image_000006.jpg,training/P02/BLACK/A/images/image_000006.jpg,57397993f9ae87c005828971b0472b8f34206e2ab12cc61157401bdc3c140b99,8185,,,true
P02_BLACK_A_000007,P02,BLACK,A,image_000007.jpg,training/P02/BLACK/A/images/image_000007.jpg,b13e5b5d92338ea534bb40849bcd98439f21118a10238f28264dd7c915e52c20,8378,,,true
P02_BLACK_A_000008,P02,BLACK,A,image_000008.jpg,training/P02/BLACK/A/images/image_000008.jpg,6b97e302a04ae9ef06f2af6be62de461cfcb0d66abf3549637b147f3512719e7,8051,,,true
P02_BLACK_A_000009,P02,BLACK,A,image_000009.jpg,training/P02/BLACK/A/images/image_000009.jpg,19840052cab4f0251f1c33ace487ee89eebc4a5bc6ede98f8422ce5d00479ae5,8607,,,true
P02_BLACK_A_000010,P02,BLACK,A,image_000010.jpg,training/P02/BLACK/A/images/image_000010.jpg,c13e45b9bd06f5bf0c5cc26f92cc2206e25fd7e573d4dce9344daf195f538d81,10384,,,true
P02_BLACK_A_000011,P02,BLACK,A,image_000011.jpg,training/P02/BLACK/A/images/image_000011.jpg,fbc8ed2dca0c4495c6a7c1ee3cc40d88dc478a841ac3ee3f23e4f931b36f0e2b,8941,,,true
P02_BLACK_A_000012,P02,BLACK,A,image_000012.jpg,training/P02/BLACK/A/images/image_000012.jpg,5eea53adc88ab617a4e888406b57fd454f6d0250548d64ffe8a61432f687468d,8536,,,true
P02_BLACK_A_000013,P02,BLACK,A,image_000013.jpg,training/P02/BLACK/A/images/image_000013.jpg,5ac5be26a4e450bfcab9553826f560877c87769890c4f29aa5d6ffafac1c38d3,9555,,,true
P02_BLACK_A_000014,P02,BLACK,A,image_000014.jpg,training/P02/BLACK/A/images/image_000014.jpg,626838d79b6272682ab918406ef4950bb3e871f568c93f02f264bbf503d780ea,8278,,,true
P02_BLACK_A_000015,P02,BLACK,A,image_000015.jpg,training/P02/BLACK/A/images/image_000015.jpg,0f16f2e3290dae8a39a007ee864764724df1790b4d944f5521576a6c81ae3898,8113,,,true
P02_BLACK_A_000016,P02,BLACK,A,image_000016.jpg,training/P02/BLACK/A/images/image_000016.jpg,d625a6d97c3bcb14a439ea3da7386018a13b57537ed48cec4651c28119478326,7765,,,true
P02_BLACK_A_000017,P02,BLACK,A,image_000017.jpg,training/P02/BLACK/A/images/image_000017.jpg,a7a9a62da4f64c01ab96ffe3dbce408062237fec4d0d0d2f96f0271416ab0e12,7167,,,true
P02_BLACK_A_000018,P02,BLACK,A,image_000018.jpg,training/P02/BLACK/A/images/image_000018.jpg,1d817ab695d104d0580938df5d5ba65fad1547041676c91da1f300a4778a1138,8135,,,true
P02_BLACK_A_000019,P02,BLACK,A,image_000019.jpg,training/P02/BLACK/A/images/image_000019.jpg,f9d9cd81cbcfa0e2b92ca25c72ecdb2110b2b341b604269f71c8b970048adecf,7840,,,true
P02_BLACK_A_000020,P02,BLACK,A,image_000020.jpg,training/P02/BLACK/A/images/image_000020.jpg,26db050b77001ad10bc1825313194dcb76c613b3f235a7b13aa04571234f1c08,8387,,,true
P02_BLACK_A_000021,P02,BLACK,A,image_000021.jpg,training/P02/BLACK/A/images/image_000021.jpg,28cbdafc6cb42158407ba906f0c6fd6ff9551e8f0b515a3980ac9f49fb2e5741,8667,,,true
P02_BLACK_A_000022,P02,BLACK,A,image_000022.jpg,training/P02/BLACK/A/images/image_000022.jpg,9fc7abc27eae938cbbd1a09e4b1e55b6be152fac4973a329a060598f2a88f11e,8612,,,true
P02_BLACK_A_000023,P02,BLACK,A,image_000023.jpg,training/P02/BLACK/A/images/image_000023.jpg,662640188679d9ae5510c64cc916b79d599b0a70ada67e4eb77019941b3b73f7,8266,,,true
P02_BLACK_A_000024,P02,BLACK,A,image_000024.jpg,training/P02/BLACK/A/images/image_000024.jpg,efd6a6d9dd4dc05f49d2b726b63939e5100252cd0fcfdb36cc6ef6529433928f,8088,,,true
P02_BLACK_A_000025,P02,BLACK,A,image_000025.jpg,training/P02/BLACK/A/images/image_000025.jpg,d552b164b965964bd17595dd8ab46c9239cf58441057dbbacc7a23a4dd3bc717,6870,,,true
P02_BLACK_B_000001,P02,BLACK,B,image_000001.jpg,training/P02/BLACK/B/images/image_000001.jpg,f1e327fab9accfc79e52503183e5000f282122d93d2bcb8a766eee2aa0387dee,8019,,,true
P02_BLACK_B_000002,P02,BLACK,B,image_000002.jpg,training/P02/BLACK/B/images/image_000002.jpg,58d4ad0f67f8a271688d3180e35fb1d9270816e4961660305f20279665ffe54d,8026,,,true
P02_BLACK_B_000003,P02,BLACK,B,image_000003.jpg,training/P02/BLACK/B/images/image_000003.jpg,0eba1518f57833e825275d0784edc39f7065d978f861f2b03a7acd1708f92a49,8468,,,true
P02_BLACK_B_000004,P02,BLACK,B,image_000004.jpg,training/P02/BLACK/B/images/image_000004.jpg,6183ff20d65ec9fc1c40687cca7a40db3798501b4401c387d727f0acb455d3e0,8892,,,true
P02_BLACK_B_000005,P02,BLACK,B,image_000005.jpg,training/P02/BLACK/B/images/image_000005.jpg,91287448a1d6750906b81c45e709f8ca4e0024d5f3ad5f5a36737ac029f226cf,8690,,,true
P02_BLACK_B_000006,P02,BLACK,B,image_000006.jpg,training/P02/BLACK/B/images/image_000006.jpg,f5c2bf1a4286cbcde8f76c51fdcd4aa86f9c3bdb18dca014bd3d51a37b2ab211,8591,,,true
P02_BLACK_B_000007,P02,BLACK,B,image_000007.jpg,training/P02/BLACK/B/images/image_000007.jpg,911538f8fd55b610eed187f5c7fbf47e9c36a6b7d44a6cd2b5de2b14c8acd04a,8413,,,true
P02_BLACK_B_000008,P02,BLACK,B,image_000008.jpg,training/P02/BLACK/B/images/image_000008.jpg,b5b2e1795e56359d2141838f1ede294b8b1b51ecf021a4cd40da07f6848b4235,8258,,,true
P02_BLACK_B_000009,P02,BLACK,B,image_000009.jpg,training/P02/BLACK/B/images/image_000009.jpg,3d2ae32615b0c0ebda4b082c48ec2efeb9c009fef955f842dd78b6154037f13d,8873,,,true
P02_BLACK_B_000010,P02,BLACK,B,image_000010.jpg,training/P02/BLACK/B/images/image_000010.jpg,65fffeac657fd0d82f2a33365be18cf5a7d35ecad8ee5b82ca8185936f67c1e3,8022,,,true
P02_BLACK_B_000011,P02,BLACK,B,image_000011.jpg,training/P02/BLACK/B/images/image_000011.jpg,eb24111919b8808920cf4bb9ab30bae89f20c9bc01b2aab87ae0395eaa69e077,8759,,,true
P02_BLACK_B_000012,P02,BLACK,B,image_000012.jpg,training/P02/BLACK/B/images/image_000012.jpg,df26178629b7ee15e095f187ae852ab1cace33e7af5482b33d313f58d4f36ca1,8244,,,true
P02_BLACK_B_000013,P02,BLACK,B,image_000013.jpg,training/P02/BLACK/B/images/image_000013.jpg,48af55283dc891bfde0ed324007e274b1d21f09d9f20917e6d9aed1cfd9c03b6,7889,,,true
P02_BLACK_B_000014,P02,BLACK,B,image_000014.jpg,training/P02/BLACK/B/images/image_000014.jpg,7da60ddce080ba6aacbdb0de42f7386d24d317213c88e0a0ec78bc340d671e43,8369,,,true
P02_BLACK_B_000015,P02,BLACK,B,image_000015.jpg,training/P02/BLACK/B/images/image_000015.jpg,3b12b4486ec77b1caa2b0f00c837d955bd50f5f50fad01dd571c7ce0bbd72281,8466,,,true
P02_BLACK_B_000016,P02,BLACK,B,image_000016.jpg,training/P02/BLACK/B/images/image_000016.jpg,3e99d4ad2b06e0ea11d2b128c8377dcc56b0532f1c373e883d53a66868a35829,9351,,,true
